#wind_eta winds winds_init
0.5 1.64079917E-97 1.82174304E-98
0.6 3.64273195E-97 2.06554274E-98
0.7 4.27564013E-97 2.25478991E-98
0.8 4.30439097E-97 2.44266736E-98
0.9 4.42972763E-97 2.54167841E-98
1.0 4.68943170E-97 2.65733449E-98
1.1 4.81160745E-97 2.79413332E-98
1.2 5.03344961E-97 2.85912923E-98
1.3 4.84880445E-97 3.02730861E-98
1.4 4.77812192E-97 3.14335632E-98
1.5 5.06672918E-97 3.25201717E-98
1.6 5.42578585E-97 3.35626682E-98
1.7 5.30384947E-97 3.43138767E-98
1.8 5.36211598E-97 3.49619466E-98
1.9 5.25040878E-97 3.55123165E-98
2.0 5.02781588E-97 3.60214875E-98
