#int_mass winds winds_init
0.5 1.18516981E-98 8.86229314E-99
0.6 5.02839538E-98 1.31073447E-98
0.7 5.73171259E-98 1.50324290E-98
0.8 3.44825125E-98 1.68967893E-98
0.9 2.77440076E-98 1.86526158E-98
1.0 3.06351710E-98 2.03847538E-98
1.1 3.47390699E-98 2.14157699E-98
1.2 3.12922925E-98 2.38637463E-98
1.3 3.06512860E-98 2.55759655E-98
1.4 3.03998463E-98 2.73269391E-98
1.5 3.19815455E-98 2.92251702E-98
1.6 3.18451179E-98 3.09515805E-98
1.7 3.22291023E-98 3.16881520E-98
1.8 3.26672092E-98 3.21920119E-98
1.9 3.41526159E-98 3.26565611E-98
2.0 3.56085622E-98 3.30814239E-98
