#wind_eta winds winds_init
0.5 2.28276031E-05 2.28276031E-05
0.6 2.58825689E-05 2.58825689E-05
0.7 2.82539567E-05 2.82539567E-05
0.8 3.06081817E-05 3.06081810E-05
0.9 3.18038253E-05 3.18488528E-05
1.0 3.31693975E-05 3.32980972E-05
1.1 3.47951138E-05 3.50122739E-05
1.2 3.56144749E-05 3.58267141E-05
1.3 3.75922093E-05 3.79341091E-05
1.4 3.89948785E-05 3.93882610E-05
1.5 4.03208685E-05 4.07498508E-05
1.6 4.16007024E-05 4.20561654E-05
1.7 4.25256389E-05 4.29974776E-05
1.8 4.33245657E-05 4.38095505E-05
1.9 4.40040256E-05 4.44991991E-05
2.0 4.46345536E-05 4.51372229E-05
