#wind_eta winds winds_init
0.5 1.16808472E-33 1.82174304E-98
0.6 9.63533211E-31 2.06554274E-98
0.7 2.89532537E-30 2.25478991E-98
0.8 5.14704145E-29 2.44266736E-98
0.9 1.49778844E-18 2.54167841E-98
1.0 5.25867740E-19 2.65733449E-98
1.1 1.49547069E-29 2.79413332E-98
1.2 7.87769714E-21 2.85912923E-98
1.3 1.44083684E-28 3.02730861E-98
1.4 1.26815991E-28 3.14335632E-98
1.5 1.13455257E-28 3.25201717E-98
1.6 1.22925048E-28 3.35626682E-98
1.7 1.42453746E-28 3.43138767E-98
1.8 1.95563568E-28 3.49619466E-98
1.9 2.13318860E-28 3.55123165E-98
2.0 2.75672982E-28 3.60214875E-98
