#wind_eta winds winds_init
0.5 7.99314277E-03 7.99253114E-03
0.6 9.06264508E-03 9.06215326E-03
0.7 9.89342743E-03 9.89243714E-03
0.8 1.07184947E-02 1.07167117E-02
0.9 1.11514045E-02 1.11511028E-02
1.0 1.16589035E-02 1.16585205E-02
1.1 1.22602165E-02 1.22586979E-02
1.2 1.25456721E-02 1.25438543E-02
1.3 1.32863105E-02 1.32817075E-02
1.4 1.37975969E-02 1.37908435E-02
1.5 1.42763994E-02 1.42675711E-02
1.6 1.47359065E-02 1.47249455E-02
1.7 1.50669171E-02 1.50545231E-02
1.8 1.53524981E-02 1.53388508E-02
1.9 1.55950088E-02 1.55803145E-02
2.0 1.58193493E-02 1.58037030E-02
