#int_mass winds winds_init
0.5 9.09083260E-98 8.86229314E-99
0.6 1.62632034E-97 1.31073447E-98
0.7 2.05568620E-97 1.50324290E-98
0.8 2.33002090E-97 1.68967893E-98
0.9 2.73722732E-97 1.86526158E-98
1.0 2.92747690E-97 2.03847538E-98
1.1 3.41367939E-97 2.14157699E-98
1.2 4.08259533E-97 2.38637463E-98
1.3 4.77740774E-97 2.55759655E-98
1.4 5.38683612E-97 2.73269391E-98
1.5 5.84135349E-97 2.92251702E-98
1.6 6.35778810E-97 3.09515805E-98
1.7 6.41949998E-97 3.16881520E-98
1.8 6.00799412E-97 3.21920119E-98
1.9 6.27613035E-97 3.26565611E-98
2.0 5.95526126E-97 3.30814239E-98
