#wind_eta winds winds_init
0.5 1.35410878E-03 5.29251608E-04
0.6 1.65902680E-03 6.00080137E-04
0.7 1.74487190E-03 6.55060102E-04
0.8 1.84893453E-03 7.09642137E-04
0.9 1.85907285E-03 7.38406765E-04
1.0 1.87127833E-03 7.72007094E-04
1.1 1.89239050E-03 8.11749801E-04
1.2 1.93999283E-03 8.30632370E-04
1.3 1.91960217E-03 8.79491735E-04
1.4 1.93214787E-03 9.13205840E-04
1.5 1.93568406E-03 9.44773920E-04
1.6 1.95384992E-03 9.75060460E-04
1.7 1.97714681E-03 9.96884522E-04
1.8 1.99341938E-03 1.01571221E-03
1.9 1.97353744E-03 1.03170152E-03
2.0 1.98409481E-03 1.04649392E-03
