#int_mass winds winds_init
0.5 2.64585643E-05 2.64585638E-05
0.6 3.91796264E-05 3.91322550E-05
0.7 4.50424389E-05 4.48796351E-05
0.8 5.06929607E-05 5.04457223E-05
0.9 5.60007023E-05 5.56877793E-05
1.0 6.12197656E-05 6.08591142E-05
1.1 6.42826557E-05 6.39372346E-05
1.2 7.16427861E-05 7.12457200E-05
1.3 7.67593264E-05 7.63575866E-05
1.4 8.19894202E-05 8.15851552E-05
1.5 8.76579967E-05 8.72523645E-05
1.6 9.28096549E-05 9.24065990E-05
1.7 9.50061900E-05 9.46056489E-05
1.8 9.65075694E-05 9.61099333E-05
1.9 9.78919847E-05 9.74968546E-05
2.0 9.91580410E-05 9.87652914E-05
