#int_mass winds winds_init
0.5 5.15388471E-98 8.86229314E-99
0.6 8.72108055E-55 1.31073447E-98
0.7 2.71019181E-52 1.50324290E-98
0.8 3.45045999E-52 1.68967893E-98
0.9 3.99959880E-52 1.86526158E-98
1.0 5.29623499E-52 2.03847538E-98
1.1 3.61462361E-50 2.14157699E-98
1.2 7.06063336E-52 2.38637463E-98
1.3 8.03160115E-52 2.55759655E-98
1.4 8.83829739E-52 2.73269391E-98
1.5 9.31698135E-52 2.92251702E-98
1.6 1.04883371E-51 3.09515805E-98
1.7 1.19593103E-51 3.16881520E-98
1.8 1.29198343E-51 3.21920119E-98
1.9 1.36163784E-51 3.26565611E-98
2.0 1.32506784E-51 3.30814239E-98
