#wind_eta winds winds_init
0.5 6.88683172E-98 1.82174304E-98
0.6 8.17817864E-98 2.06554274E-98
0.7 1.40881254E-69 2.25478991E-98
0.8 1.25106235E-63 2.44266736E-98
0.9 6.98067273E-53 2.54167841E-98
1.0 2.99458851E-47 2.65733449E-98
1.1 3.19835754E-47 2.79413332E-98
1.2 2.93190967E-47 2.85912923E-98
1.3 4.39217726E-47 3.02730861E-98
1.4 5.62778767E-47 3.14335632E-98
1.5 5.84726459E-47 3.25201717E-98
1.6 6.73686272E-47 3.35626682E-98
1.7 6.41122497E-47 3.43138767E-98
1.8 7.81271490E-47 3.49619466E-98
1.9 7.71856344E-47 3.55123165E-98
2.0 8.48406446E-47 3.60214875E-98
