#wind_eta winds winds_init
0.5 5.31521023E-05 5.31521023E-05
0.6 6.02653263E-05 6.02653263E-05
0.7 6.57868981E-05 6.57868980E-05
0.8 7.12687041E-05 7.12685061E-05
0.9 8.86095766E-05 7.41573031E-05
1.0 1.01323325E-04 7.75317437E-05
1.1 1.12471853E-04 8.15230560E-05
1.2 1.13421350E-04 8.34194096E-05
1.3 1.26655740E-04 8.83262969E-05
1.4 1.31532208E-04 9.17121640E-05
1.5 1.34949575E-04 9.48825082E-05
1.6 1.37736999E-04 9.79241490E-05
1.7 1.39770041E-04 1.00115913E-04
1.8 1.41508816E-04 1.02006755E-04
1.9 1.42964339E-04 1.03612542E-04
2.0 1.44207436E-04 1.05098125E-04
