#wind_eta winds winds_init
0.5 2.24735944E-97 1.82174304E-98
0.6 3.36656881E-97 2.06554274E-98
0.7 4.79204341E-97 2.25478991E-98
0.8 5.27891164E-97 2.44266736E-98
0.9 5.45129982E-97 2.54167841E-98
1.0 5.41123449E-97 2.65733449E-98
1.1 5.34027623E-97 2.79413332E-98
1.2 5.18872712E-97 2.85912923E-98
1.3 5.36149087E-97 3.02730861E-98
1.4 6.17751815E-97 3.14335632E-98
1.5 6.63306606E-97 3.25201717E-98
1.6 6.46711355E-97 3.35626682E-98
1.7 5.90026649E-97 3.43138767E-98
1.8 6.13262632E-97 3.49619466E-98
1.9 6.46264132E-97 3.55123165E-98
2.0 6.05684961E-97 3.60214875E-98
