#int_mass winds winds_init
0.5 1.90924856E-05 2.30776563E-05
0.6 1.74486866E-05 3.41318879E-05
0.7 2.03925912E-05 3.91448607E-05
0.8 2.32041435E-05 4.39997066E-05
0.9 2.58700714E-05 4.85719271E-05
1.0 2.85014025E-05 5.30824625E-05
1.1 3.27176489E-05 5.57672570E-05
1.2 3.59097813E-05 6.21418553E-05
1.3 4.06413422E-05 6.66005213E-05
1.4 4.69786577E-05 7.11601049E-05
1.5 5.35461768E-05 7.61031513E-05
1.6 5.63750131E-05 8.05987714E-05
1.7 5.66718652E-05 8.25168240E-05
1.8 5.68737174E-05 8.38288891E-05
1.9 5.70039353E-05 8.50385880E-05
2.0 5.72284457E-05 8.61449423E-05
