#wind_eta winds winds_init
0.5 5.11420822E-98 1.82174304E-98
0.6 7.97745375E-98 2.06554274E-98
0.7 8.76933730E-64 2.25478991E-98
0.8 1.83596215E-58 2.44266736E-98
0.9 5.69054788E-49 2.54167841E-98
1.0 5.71906752E-44 2.65733449E-98
1.1 6.11380394E-44 2.79413332E-98
1.2 5.60590377E-44 2.85912923E-98
1.3 8.37031158E-44 3.02730861E-98
1.4 1.08959929E-43 3.14335632E-98
1.5 1.11959189E-43 3.25201717E-98
1.6 1.29615266E-43 3.35626682E-98
1.7 1.22627154E-43 3.43138767E-98
1.8 1.49657826E-43 3.49619466E-98
1.9 1.47804515E-43 3.55123165E-98
2.0 1.62309635E-43 3.60214875E-98
