#wind_eta winds winds_init
0.5 5.43330601E-98 1.82174304E-98
0.6 8.13616020E-98 2.06554274E-98
0.7 3.07615620E-61 2.25478991E-98
0.8 1.31210457E-56 2.44266736E-98
0.9 1.95813174E-48 2.54167841E-98
1.0 4.42033577E-44 2.65733449E-98
1.1 2.01919989E-42 2.79413332E-98
1.2 4.32690276E-44 2.85912923E-98
1.3 6.44441385E-44 3.02730861E-98
1.4 8.33749556E-44 3.14335632E-98
1.5 8.55263605E-44 3.25201717E-98
1.6 9.89151855E-44 3.35626682E-98
1.7 9.58529152E-44 3.43138767E-98
1.8 1.16210402E-43 3.49619466E-98
1.9 1.14890393E-43 3.55123165E-98
2.0 1.26070764E-43 3.60214875E-98
