#wind_eta winds winds_init
0.5 8.55959647E-98 1.87477608E-98
0.6 7.61468562E-98 2.12567306E-98
0.7 7.94450108E-98 2.32042944E-98
0.8 6.90840745E-98 2.51377621E-98
0.9 7.30565684E-98 2.61566960E-98
1.0 6.60227134E-98 2.73469256E-98
1.1 9.93592407E-96 2.87547376E-98
1.2 6.55519105E-96 2.94236177E-98
1.3 4.22491026E-84 3.11543705E-98
1.4 1.49492462E-80 3.23486304E-98
1.5 1.35551545E-82 3.34668713E-98
1.6 7.93617571E-83 3.45397161E-98
1.7 8.36710773E-83 3.53127932E-98
1.8 2.13517116E-81 3.59797291E-98
1.9 4.58413942E-83 3.65461209E-98
2.0 2.29335552E-82 3.70701144E-98
