#int_mass winds winds_init
0.5 1.15057529E-04 1.15057529E-04
0.6 1.69750386E-04 1.70170256E-04
0.7 1.93549576E-04 1.95163273E-04
0.8 2.16774396E-04 2.19367922E-04
0.9 2.38778032E-04 2.42163495E-04
1.0 2.60595090E-04 2.64651526E-04
1.1 2.74792895E-04 2.78037019E-04
1.2 3.04775543E-04 3.09818649E-04
1.3 3.26676738E-04 3.32048077E-04
1.4 3.49149530E-04 3.54780646E-04
1.5 3.73580498E-04 3.79425033E-04
1.6 3.95849204E-04 4.01838702E-04
1.7 4.05310443E-04 4.11401475E-04
1.8 4.11777553E-04 4.17942996E-04
1.9 4.17748612E-04 4.23974152E-04
2.0 4.23232790E-04 4.29490068E-04
