#int_mass winds winds_init
0.5 1.81354186E-04 1.81351739E-04
0.6 2.73342155E-04 2.68219491E-04
0.7 3.26851757E-04 3.07613063E-04
0.8 3.76277290E-04 3.45764023E-04
0.9 4.21189431E-04 3.81694021E-04
1.0 4.64046256E-04 4.17139278E-04
1.1 4.77148219E-04 4.38237267E-04
1.2 5.45337142E-04 4.88330936E-04
1.3 5.83426211E-04 5.23368586E-04
1.4 6.21554039E-04 5.59199278E-04
1.5 6.62218254E-04 5.98043347E-04
1.6 6.98616759E-04 6.33371393E-04
1.7 7.14376861E-04 6.48444075E-04
1.8 7.25115403E-04 6.58754710E-04
1.9 7.34928007E-04 6.68260918E-04
2.0 7.43698323E-04 6.76955011E-04
