#int_mass winds winds_init
0.5 4.78411260E-05 3.04277551E-05
0.6 6.72582907E-05 4.50026948E-05
0.7 7.94629728E-05 5.16122702E-05
0.8 8.86285090E-05 5.80133561E-05
0.9 9.62870270E-05 6.40418022E-05
1.0 1.02680976E-04 6.99889168E-05
1.1 1.19568807E-04 7.35288027E-05
1.2 1.10882138E-04 8.19336732E-05
1.3 1.13703046E-04 8.78123984E-05
1.4 1.17124698E-04 9.38241827E-05
1.5 1.25667157E-04 1.00341560E-04
1.6 1.36370366E-04 1.06269009E-04
1.7 1.38469530E-04 1.08797950E-04
1.8 1.38366422E-04 1.10527901E-04
1.9 1.38500563E-04 1.12122882E-04
2.0 1.39225681E-04 1.13581603E-04
