#int_mass winds winds_init
0.5 2.87227867E-06 2.87227867E-06
0.6 4.24732976E-06 4.24810440E-06
0.7 4.89006888E-06 4.87202629E-06
0.8 5.52784142E-06 5.47626746E-06
0.9 6.13270286E-06 6.04533268E-06
1.0 6.73687987E-06 6.60672048E-06
1.1 6.96218845E-06 6.94087391E-06
1.2 7.97610083E-06 7.73426567E-06
1.3 8.58830586E-06 8.28919773E-06
1.4 9.20969841E-06 8.85669013E-06
1.5 9.87466355E-06 9.47190888E-06
1.6 1.04804067E-05 1.00314403E-05
1.7 1.07564356E-05 1.02701639E-05
1.8 1.09532517E-05 1.04334654E-05
1.9 1.11345486E-05 1.05840263E-05
2.0 1.12953931E-05 1.07217248E-05
