#wind_eta winds winds_init
0.5 9.92177769E-66 1.82174304E-98
0.6 9.05683676E-67 2.06554274E-98
0.7 1.98893224E-45 2.25478991E-98
0.8 9.77764605E-45 2.44266736E-98
0.9 3.43569967E-32 2.54167841E-98
1.0 9.90969902E-32 2.65733449E-98
1.1 2.19322343E-31 2.79413332E-98
1.2 2.26042019E-31 2.85912923E-98
1.3 7.27625408E-31 3.02730861E-98
1.4 1.08695093E-30 3.14335632E-98
1.5 1.31867790E-30 3.25201717E-98
1.6 1.44521699E-30 3.35626682E-98
1.7 1.48088211E-30 3.43138767E-98
1.8 1.45408417E-30 3.49619466E-98
1.9 1.41937596E-30 3.55123165E-98
2.0 1.37453656E-30 3.60214875E-98
