#int_mass winds winds_init
0.5 4.22774659E-42 8.86229314E-99
0.6 1.32807130E-18 1.31073447E-98
0.7 8.49016946E-20 1.50324290E-98
0.8 3.75521986E-20 1.68967893E-98
0.9 9.76581081E-21 1.86526158E-98
1.0 1.52175348E-29 2.03847538E-98
1.1 2.22342802E-20 2.14157699E-98
1.2 3.23067975E-29 2.38637463E-98
1.3 4.41570900E-29 2.55759655E-98
1.4 5.62857066E-29 2.73269391E-98
1.5 6.79123197E-29 2.92251702E-98
1.6 8.93443616E-29 3.09515805E-98
1.7 1.10282788E-28 3.16881520E-98
1.8 1.42748230E-28 3.21920119E-98
1.9 1.67191571E-28 3.26565611E-98
2.0 2.11187348E-28 3.30814239E-98
