#int_mass winds winds_init
0.5 2.57592593E-98 8.86229314E-99
0.6 6.86701356E-36 1.31073447E-98
0.7 3.09147727E-36 1.50324290E-98
0.8 2.17098521E-35 1.68967893E-98
0.9 3.14371719E-35 1.86526158E-98
1.0 3.91575578E-35 2.03847538E-98
1.1 1.46519892E-34 2.14157699E-98
1.2 2.29775550E-34 2.38637463E-98
1.3 1.98520740E-34 2.55759655E-98
1.4 4.09523651E-34 2.73269391E-98
1.5 5.48153550E-34 2.92251702E-98
1.6 1.49568052E-32 3.09515805E-98
1.7 5.76899722E-32 3.16881520E-98
1.8 4.51640850E-32 3.21920119E-98
1.9 7.03243186E-33 3.26565611E-98
2.0 2.58479711E-31 3.30814239E-98
