#wind_eta winds winds_init
0.5 1.37045961E-05 1.37045961E-05
0.6 1.55386508E-05 1.55386508E-05
0.7 1.69623182E-05 1.69623181E-05
0.8 1.83760416E-05 1.83756813E-05
0.9 2.39997681E-05 1.91205210E-05
1.0 2.96858799E-05 1.99905777E-05
1.1 3.56099573E-05 2.10196870E-05
1.2 3.57251185E-05 2.15086378E-05
1.3 4.43763296E-05 2.27738165E-05
1.4 4.81205414E-05 2.36468194E-05
1.5 5.10359281E-05 2.44642525E-05
1.6 5.35444281E-05 2.52485010E-05
1.7 5.52510955E-05 2.58136197E-05
1.8 5.67031692E-05 2.63011492E-05
1.9 5.79005881E-05 2.67151811E-05
2.0 5.89130697E-05 2.70982200E-05
