#wind_eta winds winds_init
0.5 1.60541082E-97 1.82174304E-98
0.6 1.05300072E-97 2.06554274E-98
0.7 1.50457633E-97 2.25478991E-98
0.8 2.16682637E-97 2.44266736E-98
0.9 2.20269878E-97 2.54167841E-98
1.0 2.10778099E-97 2.65733449E-98
1.1 2.17225299E-97 2.79413332E-98
1.2 2.17037164E-97 2.85912923E-98
1.3 2.46988013E-97 3.02730861E-98
1.4 2.67960973E-97 3.14335632E-98
1.5 2.82279020E-97 3.25201717E-98
1.6 3.03049194E-97 3.35626682E-98
1.7 3.37689852E-97 3.43138767E-98
1.8 3.51961397E-97 3.49619466E-98
1.9 3.44019584E-97 3.55123165E-98
2.0 3.57538233E-97 3.60214875E-98
