#wind_eta winds winds_init
0.5 1.08907384E-97 1.82174304E-98
0.6 6.86697971E-98 2.06554274E-98
0.7 5.97196174E-98 2.25478991E-98
0.8 3.34275524E-84 2.44266736E-98
0.9 1.41054479E-64 2.54167841E-98
1.0 6.16693630E-59 2.65733449E-98
1.1 7.79699064E-54 2.79413332E-98
1.2 1.97470100E-61 2.85912923E-98
1.3 1.06202412E-55 3.02730861E-98
1.4 1.12860489E-56 3.14335632E-98
1.5 5.86639339E-57 3.25201717E-98
1.6 1.10792516E-55 3.35626682E-98
1.7 3.04874368E-57 3.43138767E-98
1.8 3.22360069E-57 3.49619466E-98
1.9 6.43226444E-57 3.55123165E-98
2.0 2.75669236E-56 3.60214875E-98
