#wind_eta winds winds_init
0.5 2.70706172E-98 1.82174304E-98
0.6 8.04634309E-98 2.06554274E-98
0.7 1.47531454E-97 2.25478991E-98
0.8 2.36861053E-93 2.44266736E-98
0.9 1.33528488E-76 2.54167841E-98
1.0 1.15828792E-76 2.65733449E-98
1.1 7.81222842E-72 2.79413332E-98
1.2 6.11282499E-71 2.85912923E-98
1.3 1.41862219E-66 3.02730861E-98
1.4 9.84813004E-69 3.14335632E-98
1.5 1.00667127E-68 3.25201717E-98
1.6 4.41850106E-67 3.35626682E-98
1.7 3.52585637E-68 3.43138767E-98
1.8 1.75202882E-68 3.49619466E-98
1.9 2.55565193E-68 3.55123165E-98
2.0 4.31688532E-68 3.60214875E-98
