#wind_eta winds winds_init
0.5 5.60208726E-05 5.60206678E-05
0.6 6.35179348E-05 6.35177853E-05
0.7 6.93377107E-05 6.93373507E-05
0.8 7.51155014E-05 7.51147956E-05
0.9 7.75580553E-05 7.81594981E-05
1.0 8.05129467E-05 8.17160539E-05
1.1 8.41390979E-05 8.59227733E-05
1.2 8.61802050E-05 8.79214712E-05
1.3 9.05208778E-05 9.30931782E-05
1.4 9.37879034E-05 9.66617771E-05
1.5 9.69245918E-05 1.00003222E-04
1.6 9.99742710E-05 1.03209017E-04
1.7 1.02181601E-04 1.05519068E-04
1.8 1.04088469E-04 1.07511957E-04
1.9 1.05711402E-04 1.09204407E-04
2.0 1.07223939E-04 1.10770165E-04
