#int_mass winds winds_init
0.5 1.65888876E-98 8.86229314E-99
0.6 1.28375046E-96 1.31073447E-98
0.7 8.03089834E-79 1.50324290E-98
0.8 1.47944435E-78 1.68967893E-98
0.9 1.73517549E-78 1.86526158E-98
1.0 3.02644433E-77 2.03847538E-98
1.1 3.14588040E-79 2.14157699E-98
1.2 2.50813313E-78 2.38637463E-98
1.3 3.08425902E-78 2.55759655E-98
1.4 1.68145623E-78 2.73269391E-98
1.5 4.72300619E-78 2.92251702E-98
1.6 2.57004143E-78 3.09515805E-98
1.7 4.62619563E-78 3.16881520E-98
1.8 5.61544248E-78 3.21920119E-98
1.9 5.76457633E-78 3.26565611E-98
2.0 3.19541464E-78 3.30814239E-98
