#wind_eta winds winds_init
0.5 7.99365409E-40 1.82174304E-98
0.6 1.90949535E-43 2.06554274E-98
0.7 7.62811425E-34 2.25478991E-98
0.8 4.45400747E-27 2.44266736E-98
0.9 9.75954645E-17 2.54167841E-98
1.0 1.28139740E-16 2.65733449E-98
1.1 1.60468545E-16 2.79413332E-98
1.2 1.53201540E-16 2.85912923E-98
1.3 2.18289106E-16 3.02730861E-98
1.4 2.49839646E-16 3.14335632E-98
1.5 2.73467185E-16 3.25201717E-98
1.6 2.98595716E-16 3.35626682E-98
1.7 3.16064222E-16 3.43138767E-98
1.8 3.32580493E-16 3.49619466E-98
1.9 3.47371403E-16 3.55123165E-98
2.0 3.60899993E-16 3.60214875E-98
