#wind_eta winds winds_init
0.5 1.17942718E-05 1.17942718E-05
0.6 1.33726722E-05 1.33726722E-05
0.7 1.45978902E-05 1.45978903E-05
0.8 1.58141964E-05 1.58142406E-05
0.9 1.61213382E-05 1.64552548E-05
1.0 1.64536966E-05 1.72040318E-05
1.1 1.68889874E-05 1.80896905E-05
1.2 1.73382825E-05 1.85104850E-05
1.3 1.77253984E-05 1.95993067E-05
1.4 1.81838741E-05 2.03506191E-05
1.5 1.86646477E-05 2.10541078E-05
1.6 1.91523179E-05 2.17290376E-05
1.7 1.95168677E-05 2.22153827E-05
1.8 1.98340597E-05 2.26349541E-05
1.9 2.01075754E-05 2.29912728E-05
2.0 2.03694443E-05 2.33209187E-05
