#int_mass winds winds_init
0.5 2.90533989E-98 8.86229314E-99
0.6 6.81245386E-49 1.31073447E-98
0.7 1.42830333E-45 1.50324290E-98
0.8 1.83689076E-45 1.68967893E-98
0.9 2.08339674E-45 1.86526158E-98
1.0 2.67307538E-45 2.03847538E-98
1.1 2.00595942E-45 2.14157699E-98
1.2 3.51360869E-45 2.38637463E-98
1.3 3.94713114E-45 2.55759655E-98
1.4 4.34028615E-45 2.73269391E-98
1.5 3.94299945E-45 2.92251702E-98
1.6 4.40898810E-45 3.09515805E-98
1.7 5.25956226E-45 3.16881520E-98
1.8 5.66313747E-45 3.21920119E-98
1.9 6.05123521E-45 3.26565611E-98
2.0 6.11560334E-45 3.30814239E-98
