#int_mass winds winds_init
0.5 4.78801122E-98 8.86229314E-99
0.6 1.34671808E-64 1.31073447E-98
0.7 3.81600404E-68 1.50324290E-98
0.8 1.34641659E-63 1.68967893E-98
0.9 3.42033655E-62 1.86526158E-98
1.0 6.14036937E-57 2.03847538E-98
1.1 2.38624301E-61 2.14157699E-98
1.2 2.03533076E-56 2.38637463E-98
1.3 3.46874835E-57 2.55759655E-98
1.4 3.19999699E-57 2.73269391E-98
1.5 3.92719372E-57 2.92251702E-98
1.6 3.64262356E-57 3.09515805E-98
1.7 2.51995621E-57 3.16881520E-98
1.8 2.32384202E-57 3.21920119E-98
1.9 3.18652194E-57 3.26565611E-98
2.0 2.49799053E-57 3.30814239E-98
