#wind_eta winds winds_init
0.5 6.33417878E-98 1.82174304E-98
0.6 1.72258256E-97 2.06554274E-98
0.7 2.41618399E-48 2.25478991E-98
0.8 5.46369954E-46 2.44266736E-98
0.9 2.78109033E-42 2.54167841E-98
1.0 3.34444380E-40 2.65733449E-98
1.1 3.58725515E-40 2.79413332E-98
1.2 3.28521455E-40 2.85912923E-98
1.3 5.00512600E-40 3.02730861E-98
1.4 7.54872252E-40 3.14335632E-98
1.5 7.76910851E-40 3.25201717E-98
1.6 9.92209638E-40 3.35626682E-98
1.7 1.06100296E-39 3.43138767E-98
1.8 1.28520666E-39 3.49619466E-98
1.9 1.34001956E-39 3.55123165E-98
2.0 1.50236047E-39 3.60214875E-98
