#int_mass winds winds_init
0.5 8.66885619E-99 8.86229314E-99
0.6 7.68884570E-64 1.31073447E-98
0.7 8.25384655E-77 1.50324290E-98
0.8 9.89114995E-77 1.68967893E-98
0.9 8.39530927E-49 1.86526158E-98
1.0 4.17514127E-54 2.03847538E-98
1.1 5.35374536E-57 2.14157699E-98
1.2 2.57924844E-51 2.38637463E-98
1.3 1.59132733E-51 2.55759655E-98
1.4 1.14362216E-51 2.73269391E-98
1.5 2.04916486E-51 2.92251702E-98
1.6 2.49283962E-51 3.09515805E-98
1.7 7.96503257E-51 3.16881520E-98
1.8 1.67004186E-51 3.21920119E-98
1.9 1.70218566E-51 3.26565611E-98
2.0 3.41101457E-51 3.30814239E-98
