#wind_eta winds winds_init
0.5 6.48187439E-02 1.28762457E-02
0.6 7.69297123E-02 1.45994441E-02
0.7 9.36159075E-02 1.59370604E-02
0.8 1.10109041E-01 1.72649953E-02
0.9 1.13495081E-01 1.79648144E-02
1.0 1.16182829E-01 1.87822821E-02
1.1 1.19006697E-01 1.97491887E-02
1.2 1.25115448E-01 2.02085857E-02
1.3 1.23463422E-01 2.13972929E-02
1.4 1.25398716E-01 2.22175287E-02
1.5 1.27919246E-01 2.29855534E-02
1.6 1.30300694E-01 2.37223994E-02
1.7 1.32106054E-01 2.42533605E-02
1.8 1.33661384E-01 2.47114222E-02
1.9 1.35003002E-01 2.51004286E-02
2.0 1.36392339E-01 2.54603153E-02
