#wind_eta winds winds_init
0.5 4.44114476E-05 4.44114476E-05
0.6 5.03549299E-05 5.03549299E-05
0.7 5.49685007E-05 5.49685007E-05
0.8 5.95486138E-05 5.95486799E-05
0.9 6.87576062E-05 6.19624256E-05
1.0 7.64863337E-05 6.47819527E-05
1.1 8.37459437E-05 6.81169093E-05
1.2 8.49402669E-05 6.97014150E-05
1.3 9.37321964E-05 7.38013839E-05
1.4 9.75996547E-05 7.66304584E-05
1.5 1.00561947E-04 7.92794520E-05
1.6 1.03064186E-04 8.18209069E-05
1.7 1.04898044E-04 8.36522442E-05
1.8 1.06477720E-04 8.52321443E-05
1.9 1.07820234E-04 8.65738661E-05
2.0 1.08992387E-04 8.78151510E-05
