#wind_eta winds winds_init
0.5 1.79217164E-04 1.79217164E-04
0.6 2.03201386E-04 2.03201386E-04
0.7 2.21818907E-04 2.21818908E-04
0.8 2.40301651E-04 2.40301681E-04
0.9 2.55050698E-04 2.50042067E-04
1.0 2.70951119E-04 2.61419936E-04
1.1 2.88475726E-04 2.74877761E-04
1.2 2.94545421E-04 2.81271847E-04
1.3 3.16503252E-04 2.97816788E-04
1.4 3.29618953E-04 3.09233185E-04
1.5 3.41286635E-04 3.19922887E-04
1.6 3.52146962E-04 3.30178628E-04
1.7 3.59933735E-04 3.37568774E-04
1.8 3.66632546E-04 3.43944275E-04
1.9 3.72303416E-04 3.49358635E-04
2.0 3.77471826E-04 3.54367694E-04
