#wind_eta winds winds_init
0.5 3.98260219E-34 1.82174304E-98
0.6 9.51349692E-38 2.06554274E-98
0.7 3.80048274E-28 2.25478991E-98
0.8 2.21907775E-21 2.44266736E-98
0.9 4.86240594E-11 2.54167841E-98
1.0 6.38418430E-11 2.65733449E-98
1.1 7.99487160E-11 2.79413332E-98
1.2 7.63281451E-11 2.85912923E-98
1.3 1.08756104E-10 3.02730861E-98
1.4 1.24475229E-10 3.14335632E-98
1.5 1.36246953E-10 3.25201717E-98
1.6 1.48766501E-10 3.35626682E-98
1.7 1.57469669E-10 3.43138767E-98
1.8 1.65698414E-10 3.49619466E-98
1.9 1.73067548E-10 3.55123165E-98
2.0 1.79807769E-10 3.60214875E-98
