#int_mass winds winds_init
0.5 4.52153144E-98 9.04386059E-99
0.6 1.51859495E-81 1.33758832E-98
0.7 6.51558808E-89 1.53404080E-98
0.8 3.77985920E-90 1.72429646E-98
0.9 4.27603135E-88 1.90347638E-98
1.0 1.24756286E-81 2.08023893E-98
1.1 1.75767181E-77 2.18545285E-98
1.2 5.25438250E-76 2.43526581E-98
1.3 6.32761270E-76 2.60999566E-98
1.4 2.56774167E-76 2.78868035E-98
1.5 4.21385839E-76 2.98239249E-98
1.6 1.05395118E-75 3.15857053E-98
1.7 6.10022692E-73 3.23373674E-98
1.8 2.70360827E-76 3.28515502E-98
1.9 2.59988332E-76 3.33256169E-98
2.0 1.44640215E-75 3.37591841E-98
