#wind_eta winds winds_init
0.5 8.70800149E-98 1.82174304E-98
0.6 1.05908091E-97 2.06554274E-98
0.7 7.63344173E-91 2.25478991E-98
0.8 2.77900576E-87 2.44266736E-98
0.9 9.98094703E-80 2.54167841E-98
1.0 8.72440717E-77 2.65733449E-98
1.1 7.40556737E-77 2.79413332E-98
1.2 2.29124578E-77 2.85912923E-98
1.3 1.54496344E-76 3.02730861E-98
1.4 5.07691177E-76 3.14335632E-98
1.5 2.56379585E-76 3.25201717E-98
1.6 3.02978832E-76 3.35626682E-98
1.7 3.77871273E-76 3.43138767E-98
1.8 3.85296182E-76 3.49619466E-98
1.9 4.84072600E-76 3.55123165E-98
2.0 4.73460625E-76 3.60214875E-98
