#wind_eta winds winds_init
0.5 1.37482886E-05 1.37482886E-05
0.6 1.55881906E-05 1.55881906E-05
0.7 1.70163968E-05 1.70163968E-05
0.8 1.84343551E-05 1.84342660E-05
0.9 2.14748308E-05 1.91814804E-05
1.0 2.38126394E-05 2.00543110E-05
1.1 2.59965030E-05 2.10867013E-05
1.2 2.63596805E-05 2.15772109E-05
1.3 2.90681393E-05 2.28464232E-05
1.4 3.02844601E-05 2.37222094E-05
1.5 3.12534674E-05 2.45422486E-05
1.6 3.21131021E-05 2.53289975E-05
1.7 3.27494665E-05 2.58959178E-05
1.8 3.33044429E-05 2.63850017E-05
1.9 3.37794575E-05 2.68003536E-05
2.0 3.42010474E-05 2.71846136E-05
