#wind_eta winds winds_init
0.5 2.36513563E-04 2.36513563E-04
0.6 2.68165631E-04 2.68165631E-04
0.7 2.92735245E-04 2.92735245E-04
0.8 3.17127008E-04 3.17127030E-04
0.9 3.28547645E-04 3.29981454E-04
1.0 3.42306171E-04 3.44996871E-04
1.1 3.58941564E-04 3.62757213E-04
1.2 3.67476511E-04 3.71195512E-04
1.3 3.87809059E-04 3.93029933E-04
1.4 4.02408709E-04 4.08096195E-04
1.5 4.16249345E-04 4.22203434E-04
1.6 4.29618672E-04 4.35737975E-04
1.7 4.39260992E-04 4.45490778E-04
1.8 4.47584245E-04 4.53904550E-04
1.9 4.54657813E-04 4.61049902E-04
2.0 4.61224016E-04 4.67660376E-04
