#wind_eta winds winds_init
0.5 1.03953771E-02 1.03952018E-02
0.6 1.17865091E-02 1.17863679E-02
0.7 1.28665193E-02 1.28662471E-02
0.8 1.39387521E-02 1.39383105E-02
0.9 1.44988522E-02 1.45032859E-02
1.0 1.51554155E-02 1.51632408E-02
1.1 1.59335578E-02 1.59438401E-02
1.2 1.63048085E-02 1.63147188E-02
1.3 1.72619346E-02 1.72743813E-02
1.4 1.79239795E-02 1.79365710E-02
1.5 1.85444162E-02 1.85566098E-02
1.6 1.91399721E-02 1.91514775E-02
1.7 1.95690643E-02 1.95801310E-02
1.8 1.99392509E-02 1.99499316E-02
1.9 2.02536279E-02 2.02639828E-02
2.0 2.05445255E-02 2.05545252E-02
