#wind_eta winds winds_init
0.5 3.72792559E-04 3.72788695E-04
0.6 4.22680183E-04 4.22678151E-04
0.7 4.61412716E-04 4.61404362E-04
0.8 4.99871925E-04 4.99850283E-04
0.9 5.38439223E-04 5.20111210E-04
1.0 5.77112452E-04 5.43778257E-04
1.1 6.17756038E-04 5.71771808E-04
1.2 6.29871510E-04 5.85072114E-04
1.3 6.80238004E-04 6.19487161E-04
1.4 7.08267016E-04 6.43234349E-04
1.5 7.32466907E-04 6.65469941E-04
1.6 7.54617619E-04 6.86802857E-04
1.7 7.70584727E-04 7.02175061E-04
1.8 7.84329228E-04 7.15436707E-04
1.9 7.95973080E-04 7.26699089E-04
2.0 8.06510176E-04 7.37118408E-04
