#int_mass winds winds_init
0.5 1.56789716E-98 8.86229314E-99
0.6 3.54801484E-98 1.31073447E-98
0.7 6.75794347E-98 1.50324290E-98
0.8 3.80743345E-96 1.68967893E-98
0.9 2.89986558E-96 1.86526158E-98
1.0 3.57564381E-91 2.03847538E-98
1.1 5.53933712E-96 2.14157699E-98
1.2 1.19990249E-90 2.38637463E-98
1.3 3.21995379E-91 2.55759655E-98
1.4 2.94161457E-91 2.73269391E-98
1.5 5.08405311E-91 2.92251702E-98
1.6 7.99312174E-92 3.09515805E-98
1.7 6.85574269E-91 3.16881520E-98
1.8 3.04234677E-91 3.21920119E-98
1.9 2.58321086E-91 3.26565611E-98
2.0 3.16328613E-91 3.30814239E-98
