#wind_eta winds winds_init
0.5 6.98006566E-98 1.82174304E-98
0.6 5.36889980E-98 2.06554274E-98
0.7 5.84166230E-98 2.25478991E-98
0.8 3.97349672E-98 2.44266736E-98
0.9 4.09552510E-98 2.54167841E-98
1.0 4.58647749E-98 2.65733449E-98
1.1 5.21651958E-98 2.79413332E-98
1.2 7.12558053E-98 2.85912923E-98
1.3 2.81103172E-92 3.02730861E-98
1.4 3.30980750E-90 3.14335632E-98
1.5 3.27941326E-90 3.25201717E-98
1.6 3.04047180E-88 3.35626682E-98
1.7 1.56578737E-90 3.43138767E-98
1.8 1.92916332E-89 3.49619466E-98
1.9 8.79772858E-91 3.55123165E-98
2.0 3.89363176E-90 3.60214875E-98
