#wind_eta winds winds_init
0.5 6.50366484E-98 1.82174304E-98
0.6 4.95769633E-98 2.06554274E-98
0.7 3.95645988E-98 2.25478991E-98
0.8 4.09250202E-98 2.44266736E-98
0.9 4.14263944E-98 2.54167841E-98
1.0 3.76996192E-98 2.65733449E-98
1.1 4.18709963E-98 2.79413332E-98
1.2 4.08341040E-98 2.85912923E-98
1.3 4.04544268E-98 3.02730861E-98
1.4 4.27088382E-98 3.14335632E-98
1.5 4.36676681E-98 3.25201717E-98
1.6 3.81472258E-98 3.35626682E-98
1.7 3.93952285E-98 3.43138767E-98
1.8 4.00417389E-98 3.49619466E-98
1.9 3.86633119E-98 3.55123165E-98
2.0 3.96682002E-98 3.60214875E-98
