#int_mass winds winds_init
0.5 7.48896451E-04 2.59271058E-04
0.6 1.60879700E-03 3.83462279E-04
0.7 1.84807386E-03 4.39781636E-04
0.8 2.07717194E-03 4.94324481E-04
0.9 2.28646422E-03 5.45692109E-04
1.0 2.48803982E-03 5.96366721E-04
1.1 2.47393381E-03 6.26529641E-04
1.2 2.89291273E-03 6.98146482E-04
1.3 3.08085030E-03 7.48238357E-04
1.4 3.27830920E-03 7.99464011E-04
1.5 3.59439032E-03 8.54997764E-04
1.6 3.88883477E-03 9.05504807E-04
1.7 4.02659454E-03 9.27053596E-04
1.8 4.12737658E-03 9.41794283E-04
1.9 4.22434690E-03 9.55384913E-04
2.0 4.30715857E-03 9.67814498E-04
