#wind_eta winds winds_init
0.5 7.27628575E-19 1.82174304E-98
0.6 1.46998860E-19 2.06554274E-98
0.7 5.94178143E-14 2.25478991E-98
0.8 2.31070532E-10 2.44266736E-98
0.9 3.57311982E-07 2.54167841E-98
1.0 9.14305569E-07 2.65733449E-98
1.1 1.62935691E-06 2.79413332E-98
1.2 1.58464293E-06 2.85912923E-98
1.3 2.88768664E-06 3.02730861E-98
1.4 3.52682626E-06 3.14335632E-98
1.5 4.07955951E-06 3.25201717E-98
1.6 4.60236142E-06 3.35626682E-98
1.7 4.95298134E-06 3.43138767E-98
1.8 5.25497583E-06 3.49619466E-98
1.9 5.50348459E-06 3.55123165E-98
2.0 5.71989102E-06 3.60214875E-98
