#int_mass winds winds_init
0.5 2.72526858E-05 2.72525580E-05
0.6 4.01133219E-05 4.03065736E-05
0.7 4.54593708E-05 4.62264266E-05
0.8 5.07033341E-05 5.19595464E-05
0.9 5.56980338E-05 5.73589120E-05
1.0 6.06672487E-05 6.26854333E-05
1.1 6.43263159E-05 6.58559250E-05
1.2 7.07881014E-05 7.33837305E-05
1.3 7.58408649E-05 7.86489989E-05
1.4 8.10484155E-05 8.40334415E-05
1.5 8.67340612E-05 8.98707179E-05
1.6 9.19268984E-05 9.51796256E-05
1.7 9.41047965E-05 9.74446667E-05
1.8 9.55830173E-05 9.89940931E-05
1.9 9.69492310E-05 1.00422635E-04
2.0 9.82142951E-05 1.01729136E-04
