#wind_eta winds winds_init
0.5 1.82174304E-98 1.82174304E-98
0.6 2.06554274E-98 2.06554274E-98
0.7 4.74834008E-98 2.25478991E-98
0.8 7.36235812E-98 2.44266736E-98
0.9 7.94572662E-98 2.54167841E-98
1.0 8.05675780E-98 2.65733449E-98
1.1 8.72611138E-98 2.79413332E-98
1.2 8.81919418E-98 2.85912923E-98
1.3 9.06462876E-98 3.02730861E-98
1.4 9.08431627E-98 3.14335632E-98
1.5 8.46794412E-98 3.25201717E-98
1.6 8.83533863E-98 3.35626682E-98
1.7 9.67688969E-98 3.43138767E-98
1.8 9.08350015E-98 3.49619466E-98
1.9 8.95552513E-98 3.55123165E-98
2.0 9.12817393E-98 3.60214875E-98
