#int_mass winds winds_init
0.5 7.02388719E-07 7.02388719E-07
0.6 1.06135275E-06 1.03883395E-06
0.7 1.27407656E-06 1.19140818E-06
0.8 1.46814451E-06 1.33916967E-06
0.9 1.64336437E-06 1.47832922E-06
1.0 1.80905458E-06 1.61561132E-06
1.1 1.86644852E-06 1.69732540E-06
1.2 2.11799047E-06 1.89134189E-06
1.3 2.26149842E-06 2.02704530E-06
1.4 2.40516380E-06 2.16582023E-06
1.5 2.55881104E-06 2.31626618E-06
1.6 2.69586755E-06 2.45309432E-06
1.7 2.75365794E-06 2.51147194E-06
1.8 2.79221597E-06 2.55140579E-06
1.9 2.82737317E-06 2.58822404E-06
2.0 2.85911267E-06 2.62189690E-06
