#int_mass winds winds_init
0.5 6.07041475E-05 6.07034476E-05
0.6 9.05224972E-05 8.97804889E-05
0.7 1.05815648E-04 1.02966608E-04
0.8 1.20354347E-04 1.15736791E-04
0.9 1.33847389E-04 1.27763556E-04
1.0 1.46983727E-04 1.39628064E-04
1.1 1.52458293E-04 1.46690145E-04
1.2 1.72763110E-04 1.63457883E-04
1.3 1.85210915E-04 1.75185955E-04
1.4 1.97817500E-04 1.87179479E-04
1.5 2.11354581E-04 2.00181664E-04
1.6 2.23595977E-04 2.12006940E-04
1.7 2.28960866E-04 2.17052184E-04
1.8 2.32680976E-04 2.20503438E-04
1.9 2.36106031E-04 2.23685429E-04
2.0 2.39185863E-04 2.26595583E-04
