#int_mass winds winds_init
0.5 2.12383416E-98 8.96394796E-99
0.6 1.99971504E-98 1.32576923E-98
0.7 2.58210821E-98 1.52048583E-98
0.8 2.84638501E-98 1.70906037E-98
0.9 3.31656534E-98 1.88665703E-98
1.0 9.83020997E-91 2.06185769E-98
1.1 1.29946655E-96 2.16614193E-98
1.2 2.86795602E-84 2.41374751E-98
1.3 2.30129035E-84 2.58693343E-98
1.4 8.78565289E-85 2.76403924E-98
1.5 1.45118454E-84 2.95603972E-98
1.6 4.77287465E-84 3.13066102E-98
1.7 4.77529611E-81 3.20516306E-98
1.8 7.74489683E-85 3.25612700E-98
1.9 6.42843517E-85 3.30311478E-98
2.0 1.00103770E-83 3.34608839E-98
