#wind_eta winds winds_init
0.5 1.97857726E-98 1.82174304E-98
0.6 2.13590718E-98 2.06554274E-98
0.7 2.64708086E-98 2.25478991E-98
0.8 2.83901103E-98 2.44266736E-98
0.9 2.87899464E-98 2.54167841E-98
1.0 3.15729752E-98 2.65733449E-98
1.1 3.23818434E-98 2.79413332E-98
1.2 3.09921381E-98 2.85912923E-98
1.3 3.15371276E-98 3.02730861E-98
1.4 3.33303468E-98 3.14335632E-98
1.5 3.50442528E-98 3.25201717E-98
1.6 3.48567821E-98 3.35626682E-98
1.7 3.67414667E-98 3.43138767E-98
1.8 3.57270866E-98 3.49619466E-98
1.9 3.54759105E-98 3.55123165E-98
2.0 3.64551372E-98 3.60214875E-98
