#wind_eta winds winds_init
0.5 3.53124227E-97 2.04288755E-98
0.6 2.87438627E-97 2.31628251E-98
0.7 1.19207145E-65 2.52850271E-98
0.8 3.00586861E-59 2.73918692E-98
0.9 9.34433941E-64 2.85021710E-98
1.0 2.49007619E-66 2.97991287E-98
1.1 2.09285550E-64 3.13331795E-98
1.2 3.01595315E-63 3.20620382E-98
1.3 2.23322091E-54 3.39479878E-98
1.4 8.03725684E-53 3.52493372E-98
1.5 4.84814448E-52 3.64678510E-98
1.6 4.12883560E-52 3.76368979E-98
1.7 1.20156821E-51 3.84792969E-98
1.8 2.35550891E-51 3.92060371E-98
1.9 4.61507910E-51 3.98232173E-98
2.0 9.24729385E-51 4.03941975E-98
