#wind_eta winds winds_init
0.5 1.10624574E-03 1.10624574E-03
0.6 1.25429208E-03 1.25429208E-03
0.7 1.36921161E-03 1.36921162E-03
0.8 1.48329707E-03 1.48329940E-03
0.9 1.51676378E-03 1.54342345E-03
1.0 1.55625884E-03 1.61365511E-03
1.1 1.60753709E-03 1.69672562E-03
1.2 1.64909392E-03 1.73619411E-03
1.3 1.70330140E-03 1.83832032E-03
1.4 1.75469886E-03 1.90878980E-03
1.5 1.80671104E-03 1.97477364E-03
1.6 1.85862869E-03 2.03807880E-03
1.7 1.89682763E-03 2.08369562E-03
1.8 1.92995727E-03 2.12304939E-03
1.9 1.95834794E-03 2.15647037E-03
2.0 1.98522878E-03 2.18738956E-03
