#int_mass winds winds_init
0.5 9.24792304E-98 8.86229314E-99
0.6 2.35041469E-52 1.31073447E-98
0.7 2.41592264E-48 1.50324290E-98
0.8 2.25688349E-50 1.68967893E-98
0.9 2.79848320E-50 1.86526158E-98
1.0 3.64424035E-50 2.03847538E-98
1.1 3.14718104E-50 2.14157699E-98
1.2 1.02310852E-46 2.38637463E-98
1.3 9.25828811E-46 2.55759655E-98
1.4 6.78971874E-45 2.73269391E-98
1.5 1.18335061E-44 2.92251702E-98
1.6 9.34622071E-45 3.09515805E-98
1.7 6.34957398E-45 3.16881520E-98
1.8 8.87609594E-45 3.21920119E-98
1.9 1.55238744E-44 3.26565611E-98
2.0 1.24122688E-44 3.30814239E-98
