#wind_eta winds winds_init
0.5 7.78223130E-04 7.78223130E-04
0.6 8.82370948E-04 8.82370948E-04
0.7 9.63214689E-04 9.63214689E-04
0.8 1.04347267E-03 1.04347331E-03
0.9 1.06738957E-03 1.08576944E-03
1.0 1.09625510E-03 1.13517610E-03
1.1 1.13412148E-03 1.19361465E-03
1.2 1.16332275E-03 1.22137999E-03
1.3 1.20524480E-03 1.29322387E-03
1.4 1.24356246E-03 1.34279782E-03
1.5 1.28221750E-03 1.38921622E-03
1.6 1.32082413E-03 1.43375021E-03
1.7 1.34908693E-03 1.46584079E-03
1.8 1.37360789E-03 1.49352542E-03
1.9 1.39459576E-03 1.51703645E-03
2.0 1.41443095E-03 1.53878753E-03
