#int_mass winds winds_init
0.5 2.05935666E-04 2.05935666E-04
0.6 3.29020327E-04 3.04579155E-04
0.7 4.49676096E-04 3.49312896E-04
0.8 5.59635832E-04 3.92635576E-04
0.9 6.55929061E-04 4.33436221E-04
1.0 7.46376331E-04 4.73686414E-04
1.1 6.94389066E-04 4.97644434E-04
1.2 9.13816505E-04 5.54528769E-04
1.3 9.86410653E-04 5.94316100E-04
1.4 1.05435402E-03 6.35003979E-04
1.5 1.12170162E-03 6.79113724E-04
1.6 1.17982412E-03 7.19230819E-04
1.7 1.21034333E-03 7.36346744E-04
1.8 1.23291670E-03 7.48055082E-04
1.9 1.25304748E-03 7.58849945E-04
2.0 1.26901191E-03 7.68722604E-04
