#wind_eta winds winds_init
0.5 9.33891988E-04 9.33891988E-04
0.6 1.05887261E-03 1.05887261E-03
0.7 1.15588762E-03 1.15588762E-03
0.8 1.25220006E-03 1.25220046E-03
0.9 1.29355748E-03 1.30295714E-03
1.0 1.34367514E-03 1.36224667E-03
1.1 1.40506099E-03 1.43237474E-03
1.2 1.43903210E-03 1.46569402E-03
1.3 1.51286462E-03 1.55190891E-03
1.4 1.56795157E-03 1.61139920E-03
1.5 1.62072235E-03 1.66710272E-03
1.6 1.67196977E-03 1.72054489E-03
1.7 1.70903290E-03 1.75905459E-03
1.8 1.74104531E-03 1.79227701E-03
1.9 1.76828217E-03 1.82049098E-03
2.0 1.79364705E-03 1.84659295E-03
