#wind_eta winds winds_init
0.5 2.32461853E-97 1.82174304E-98
0.6 2.87517499E-97 2.06554274E-98
0.7 3.36930372E-97 2.25478991E-98
0.8 3.96652516E-97 2.44266736E-98
0.9 3.82042976E-97 2.54167841E-98
1.0 4.27735620E-97 2.65733449E-98
1.1 4.22854903E-97 2.79413332E-98
1.2 4.83095073E-97 2.85912923E-98
1.3 4.48858853E-97 3.02730861E-98
1.4 4.77865033E-97 3.14335632E-98
1.5 5.28855931E-97 3.25201717E-98
1.6 5.80776575E-97 3.35626682E-98
1.7 5.96572989E-97 3.43138767E-98
1.8 6.13506967E-97 3.49619466E-98
1.9 6.69030093E-97 3.55123165E-98
2.0 7.03266382E-97 3.60214875E-98
