#int_mass winds winds_init
0.5 3.13860473E-98 8.86229314E-99
0.6 9.03346572E-49 1.31073447E-98
0.7 3.19808853E-44 1.50324290E-98
0.8 4.02233743E-44 1.68967893E-98
0.9 4.56701089E-44 1.86526158E-98
1.0 5.74358838E-44 2.03847538E-98
1.1 4.39036255E-44 2.14157699E-98
1.2 7.12503701E-44 2.38637463E-98
1.3 7.92372385E-44 2.55759655E-98
1.4 8.49645951E-44 2.73269391E-98
1.5 8.52655584E-44 2.92251702E-98
1.6 9.42871521E-44 3.09515805E-98
1.7 1.07034462E-43 3.16881520E-98
1.8 1.16395286E-43 3.21920119E-98
1.9 1.21052413E-43 3.26565611E-98
2.0 1.21411007E-43 3.30814239E-98
